product_id,product_title,product_description,review_text,image_paths,label
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.","Performance: excellent | Best Feature: excellent | Product Quality: excellent | Vids not related,, anyways sobrang nagandahan talaga ako akala ko iisang color lng ung light nya madami pala salamach seller",ph-11134103-22120-bi1frq3fs3kv60.jpg;ph-11134103-22120-b7799g2fs3kv46.jpg;ph-11134103-22120-4renj81fs3kvd0.jpg;ph-11134103-22120-6renj81fs3kv2c.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Performance: Fast and convenient | Best Feature: Lights!! | Product Quality: 10/10 | Super gandaaaa! As in akala mo yung mamahalin na mouse pero mura lang siya pero solid quality. And I really love the lights talaga haha cutie,ph-11134103-22110-koux5ej89fjv86.jpg;ph-11134103-22110-0yevsgj89fjv99.jpg;ph-11134103-22110-ghioilj89fjv34.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.","Performance: Good | Best Feature: good | Product Quality: good | Gumagana sya, maganda at magaan lang smooth den .. thank you seller.",ph-11134103-22110-48moat9k4qjv83.jpg;ph-11134103-22110-vdaseucl4qjv55.jpg;ph-11134103-22110-r3aumwgl4qjv49.jpg;ph-11134103-22110-vh24ktkl4qjvad.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Performance: so far so good | Best Feature: ang Ganda Ng ilaw effect tsaka masarap gamitin sa kamay | Product Quality: ndi ganun kabigat at ndi nkakangawit | I didn't expect it to be so good KC sobrng mura.. nadala n tlaga KO bumili kc lage n Lang palpak pero since kelangan n kelangan ko napabili ako. Ndi nman ako ngsisi. Hehe. Thank u seller !,ph-11134103-22100-d7ebcfewn8ivb8.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",The color changing mouse is working well and in good quality. I like the lights. My order is complete and no damage. Kudos to the seller and delivery man. I will definitely order again from this shop. Thank you! 😊,a7672fd1ea2e57cec8f17e2f36e13df2.jpg;8104e324f9fef5dea36f39ae1ac04845.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.","Good quality products. The seller sends pictures before shipping. Fast transaction, only took 2 days, and the items were securely packed. Might order from this shop again 😊",169a2e5b429492d2531a67a51a85f74d.jpg;db015ec6258c87d07fe698bfe1e040da.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Best Feature: nice | Performance: great | Product Quality: good | Hahaha. Ano ba dapat sabihin ko rito. Ang mahal kasi nito sa tindahan kaya sa shopee pa ako naorder. Wahahaha. So funny.,ph-11134103-7qul9-lf8ko5h7pu6m1d.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Performance: maganda kahit mura lang | Best Feature: sulit na sulit kasi mura lang | Product Quality: good quality nagamit kona now lang ako nakapag rate ganda may ilaw pa sulit | Ganda be,ph-11134103-23030-2mvzb0706dov07.jpg;ph-11134103-23030-dsrtwida7dovbd.jpg;ph-11134103-23030-6pwlhgia7dov56.jpg;ph-11134103-23030-xz33jlna7dov01.jpg;ph-11134103-23030-xr90u9ra7dov05.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.","Performance: medyo malaki sya.. it changes colors.. for its price, ok sya gamitin. 👍 | 🛒 order placed on march 2 🛍️ received by march 6 ✔️ Properly packed with correct number of items (✿^‿^) much thanks.. God Bless ☘️",ph-11134103-23030-fqnf9y65lhov4d.jpg;ph-11134103-23030-6pnf9y65lhov33.jpg;ph-11134103-23030-b4y04365lhov0c.jpg;ph-11134103-23030-23y04365lhov6a.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Performance: very good . o | Best Feature: lights changing | Product Quality: very good | Good quality it's easy to use good is connected with laptop change mouse color .work very softely,ph-11134103-22090-iwoqx3x9ouhvd2.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Performance: smooth and nice | Product Quality: very good | Best Feature: the diff lights | Its a great idea to buy this product. Smooth and working properly on my laptop. The chord is long so no worries,ph-11134103-7qul8-lk99icmavf7we8.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Well packed. Nice item. Secure item with bubble wrap. Thanx seller. Will order again. Thank you courier and rider. Fast delivery also.,7b3b6916a4af9603751e168b57c4e561.jpg;485c3c77da5f7f2ea8e9c8de41ef3890.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.","Best Feature: good | Performance: good | Product Quality: excellent | Fast shipping! Mganda,mabilis at maaus naman ang pagkakabalot.. Sa palagay ko mas maganda un dating nun puti kasi kitang kita un pag iiba iba nun lights. Salamat po",ph-11134103-7rasj-m2gf41b4it1ec8.jpg;ph-11134103-7rasa-m2gf41b4k7lubb.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Performance: 10 | Best Feature: 10 | Product Quality: 10 | 1st time ko nag-order dito pero di ako binigo ni seller🤩🤩🤩nag-order ako ng dalawa at parehong nagana super nagustuhan ko siya and ng kaibigan ko🤩🤩🤩thank you🤩🤩🤩,ph-11134103-22110-pbrp8uhmsljvfd.jpg;ph-11134103-22110-5flofybnsljva1.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.","Best Feature: smooth pg ginagamit, gusto ko din yung nagiiba2 kulay ng lights ng mouse | Product Quality: cgro mgtatagal nmn kung iingatan | Performance: good | 👍👍👍",ph-11134103-23030-ztbgq5tf4qovcc.jpg;ph-11134103-23030-6lc55mjg4qov02.jpg;ph-11134103-23030-tg558yxg4qov18.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.",Performance: good | Best Feature: good | Product Quality: not try | Well good naman ang packaging kaya safe ko syang nareceived. I hope so sana gumana sya at tumagal. Thank you seller and sa nagdeliver.,ph-11134103-22110-pbrp8uhmsljvfd.jpg,2
prod_01,CCL PH USB Wired Gaming Mouse High Configuration with Backlight for PC & Laptop X1,"💯 High Quality
💯 Brand New
Easy to operate, USB plug and play, no driver needed. Anti-skid and waterproof design. ABS material, laser-etched, non-slip design, splash proof and durable.
Rainbow Color Backlight effects: bringing cool gaming experience, in particular increase gaming keys backlit effect and easy type in the dark.
Quickly control each function, ergonomic design, comfortable to operate.
Button service life: 5 million times
DPI adjustment provides 800/1200/1600 gear shift control for different games.
The smooth 3D roller with anti-skid scale grain ensures you to operate comfortably.
The buttons structure adopt precursor type streamline design provides excellent click sense.
Ergonomic design: perfect size fits naturally in your hand and provides comfortable touch feeling.
Product size: 12.3cm x 6.8cm  x 3.8cm (approx.)
🖌 FREE Shipping
🖌 Cash on Delivery (COD) is available       
🖌 Order Today Ship ASAP     
DELIVERY PERIOD:  
🚚 2-4 days Metro Manila
🚚 3-7 days Provincial
  ⚠️ Please CHOOSE THE CORRECT variation so we can avoid mistakes.
⚠️ If the item you received is defective, please contact us immediately. 
💡 Please leave us a positive feedback with 5 STARS ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ if you are satisfied with our product and service. Your feedback will be much appreciated.
💡 Please contact us immediately before leaving any negative feedbacks or open a dispute on Shopee.","Performance: 4/5 | Best Feature: 5/5 | Product Quality: 4/5 | The item shipped, delivered, and I received it immediately.",ph-11134103-22110-6n4zms4thijv4d.jpg;ph-11134103-22110-gtvygt4thijv95.jpg;ph-11134103-22110-synxau4thijvbe.jpg,2
